provincia_id,provincia_nombre,distrito_id,distrito_nombre,corregimiento_id,corregimiento_nombre,cabecera,circuito_id,centro_votacion_id,centro_votacion_nombre
1,Bocas Del Toro,1,Changuinola,6,El Empalme,0,1,5005261,Centro Regional De Bocas Del Toro
1,Bocas Del Toro,1,Changuinola,6,El Empalme,0,1,5005265,Universidad Finca 13
1,Bocas Del Toro,1,Changuinola,7,Las Tablas,0,1,2185,C.e.b.g. Bilingüe Nievecita
1,Bocas Del Toro,1,Changuinola,7,Las Tablas,0,1,2967,Esc. Dos Caños
1,Bocas Del Toro,1,Changuinola,7,Las Tablas,0,1,5005270,Col. Secundario De Nievecita
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,622,Esc. Boca Yorkin Anexa
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,1653,Esc. El Guabo
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,2280,Esc. Agua De Salud
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,2708,Esc. Alto De Yorkin
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,3021,Esc. Dos Caños Anexa
1,Bocas Del Toro,1,Changuinola,10,Las Delicias,0,1,3254,Esc. Las Palmitas
1,Bocas Del Toro,1,Changuinola,11,Cochigró,0,1,653,Esc.  Guabo
1,Bocas Del Toro,1,Changuinola,11,Cochigró,0,1,1681,Esc. Sursuba
1,Bocas Del Toro,1,Changuinola,11,Cochigró,0,1,2302,Esc. Bajo La Esperanza
1,Bocas Del Toro,1,Changuinola,11,Cochigró,0,1,2724,Esc. Cochigro
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,679,Esc. Milla 10
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,1702,Esc. Junquito
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,2315,Esc. La Gloria
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,2737,C.e.b.g. Milla 71/2
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,3035,Esc. Loma Muleto
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,3266,Esc. Loma Bonita
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,3441,Esc. Milla 5
1,Bocas Del Toro,1,Changuinola,12,La Gloria,0,1,3694,Esc. San Juan
1,Bocas Del Toro,1,Changuinola,13,Finca 60,0,1,4577,Cebg Bilingüe Finca 62
1,Bocas Del Toro,1,Changuinola,13,Finca 60,0,1,4578,Esc. Finca 67
1,Bocas Del Toro,1,Changuinola,13,Finca 60,0,1,4579,Esc. Finca 64
1,Bocas Del Toro,1,Changuinola,14,Finca 6,0,1,4580,Esc. Finca 44
1,Bocas Del Toro,1,Changuinola,14,Finca 6,0,1,4582,Esc. Finca 43
1,Bocas Del Toro,1,Changuinola,14,Finca 6,0,1,4583,Ipt De Bocas Del Toro
1,Bocas Del Toro,1,Changuinola,14,Finca 6,0,1,5005274,Esc. Finca 41
1,Bocas Del Toro,1,Changuinola,15,Barriada 4 De Abril,0,1,4584,Esc. San San Medio Anexa
1,Bocas Del Toro,1,Changuinola,15,Barriada 4 De Abril,0,1,4647,Esc.bilingüe 4 De Abril
1,Bocas Del Toro,1,Changuinola,15,Barriada 4 De Abril,0,1,5005010,Esc. Finca 11
1,Bocas Del Toro,1,Changuinola,16,Finca 30,0,1,4585,Esc. Bilingüe Finca 32
1,Bocas Del Toro,1,Changuinola,16,Finca 30,0,1,4586,Esc. Bilingüe Teobroma
1,Bocas Del Toro,1,Changuinola,16,Finca 30,0,1,5005275,Esc. Anexa Finca 32
1,Bocas Del Toro,1,Changuinola,17,El Silencio,0,1,4587,C.e. Charagre
1,Bocas Del Toro,1,Changuinola,17,El Silencio,0,1,4588,Ipta El Silencio
1,Bocas Del Toro,1,Changuinola,18,Finca 66,0,1,5004985,Esc. Bilingüe Finca 66
1,Bocas Del Toro,1,Changuinola,18,Finca 66,0,1,5004986,Coif Froebelin
1,Bocas Del Toro,1,Changuinola,19,Finca 12,0,1,5005451,Ce Changuinola American Academy
1,Bocas Del Toro,1,Changuinola,20,Finca 51,0,1,5004988,Esc. Finca 54
1,Bocas Del Toro,1,Changuinola,20,Finca 51,0,1,5004989,Esc. Puente Blanco
1,Bocas Del Toro,1,Changuinola,20,Finca 51,0,1,5004990,Esc. Déborah
1,Bocas Del Toro,1,Changuinola,20,Finca 51,0,1,5004991,Esc. Finca California
1,Bocas Del Toro,1,Changuinola,21,Finca 4,0,1,5004992,Esc. Finca 03
1,Bocas Del Toro,1,Changuinola,21,Finca 4,0,1,5004993,Esc. Finca 2
1,Bocas Del Toro,1,Changuinola,21,Finca 4,0,1,5004994,C.e.b.g. Bilingüe De Finca 4
1,Bocas Del Toro,1,Changuinola,22,Barranco Adentro,0,1,5004998,C.e. Barranco Medio
1,Bocas Del Toro,1,Changuinola,22,Barranco Adentro,0,1,5004999,Esc. Bilingüe Barranco Adentro
1,Bocas Del Toro,1,Changuinola,23,La Mesa,0,1,5004995,C.e.b.g. Bilingüe Mariano Thomas
1,Bocas Del Toro,1,Changuinola,23,La Mesa,0,1,5004996,Esc. Bisira N° 3
1,Bocas Del Toro,1,Changuinola,23,La Mesa,0,1,5004997,Esc. Qda. Canela
1,Bocas Del Toro,2,Chiriquí Grande,1,Chiriquí G.,1,1,30,C.e.b.g. Bilingüe Dionicia Ayarza
1,Bocas Del Toro,2,Chiriquí Grande,6,Punta Robalo,0,1,428,Esc. Pta. Robalo
1,Bocas Del Toro,2,Chiriquí Grande,6,Punta Robalo,0,1,2605,Esc. Palma Real
1,Bocas Del Toro,2,Chiriquí Grande,6,Punta Robalo,0,1,5005279,Esc. Valle Seco
1,Bocas Del Toro,2,Chiriquí Grande,8,Miramar,0,1,543,Esc. Miramar
1,Bocas Del Toro,2,Chiriquí Grande,8,Miramar,0,1,1588,Ce Los Chiricanos
1,Bocas Del Toro,2,Chiriquí Grande,8,Miramar,0,1,5005445,Esc. Alto La Gloria
1,Bocas Del Toro,2,Chiriquí Grande,9,Punta Peña,0,1,591,C.e.b.g.  Punta Peña
1,Bocas Del Toro,2,Chiriquí Grande,9,Punta Peña,0,1,4690,Ce. Bilingüe  Cañazas
1,Bocas Del Toro,2,Chiriquí Grande,9,Punta Peña,0,1,5005281,Ipt De Chiriquí Grande
1,Bocas Del Toro,2,Chiriquí Grande,10,Rambala,0,1,626,Ce. Rambala
1,Bocas Del Toro,2,Chiriquí Grande,10,Rambala,0,1,4691,Esc. Chiriquicito N°1
1,Bocas Del Toro,2,Chiriquí Grande,10,Rambala,0,1,5005446,Esc. Nueva Estrella
1,Bocas Del Toro,2,Chiriquí Grande,11,Bajo Cedro,0,1,656,Esc. Escobal
1,Bocas Del Toro,2,Chiriquí Grande,11,Bajo Cedro,0,1,1683,C.e.b.g. Bajo El Cedro
1,Bocas Del Toro,2,Chiriquí Grande,11,Bajo Cedro,0,1,2303,Ce. Bilingüe  Río Auyama
1,Bocas Del Toro,2,Chiriquí Grande,11,Bajo Cedro,0,1,2725,Esc. Quebrada Garza
1,Bocas Del Toro,3,Almirante,1,Almirante,0,1,4548,Esc. Bilingüe Berta López
1,Bocas Del Toro,3,Almirante,1,Almirante,0,1,4686,Col. Sec. Almirante
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4549,Ce Río Oeste Arriba
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4550,Cebg. Valle De Agua Arriba
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4551,Cebg Quebrada Pastor
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4552,Ce. Quebrada Pitti
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4553,Ce. Renacimiento
1,Bocas Del Toro,3,Almirante,2,Valle De Aguas Arriba,0,1,4554,Rancho Comunal Loma Valiente
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4556,Esc.  Punta Peña Del Risco
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4557,Cebg Valle De Riscó
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4558,Esc. Oriente De Riscó
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4559,Esc. Soledad De Riscó
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4560,Esc. Quebrada Pluma
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4561,Esc. Alto Romero
1,Bocas Del Toro,3,Almirante,3,Valle De Risco,0,1,4563,Esc. Quebrada Pita
1,Bocas Del Toro,3,Almirante,4,Nance De Risco,0,1,4564,Esc. Charco La Pava
1,Bocas Del Toro,3,Almirante,4,Nance De Risco,0,1,4565,C.e.b.g. Nance De Riscó
1,Bocas Del Toro,3,Almirante,4,Nance De Risco,0,1,4569,Esc. Changuinola Arriba
1,Bocas Del Toro,3,Almirante,4,Nance De Risco,0,1,4685,Esc. Valle Rey
1,Bocas Del Toro,3,Almirante,4,Nance De Risco,0,1,4789,Esc. Bajo Gavilán
1,Bocas Del Toro,3,Almirante,5,Barrio Francés,0,1,4570,Esc. De Almirante
1,Bocas Del Toro,3,Almirante,6,Barriada Guaymí,0,1,4575,Ce. Nuevo Paraiso
1,Bocas Del Toro,3,Almirante,6,Barriada Guaymí,0,1,4576,Esc. Barriada Guaymí
1,Bocas Del Toro,3,Almirante,6,Barriada Guaymí,0,1,4683,Esc. Milla 3
1,Bocas Del Toro,3,Almirante,6,Barriada Guaymí,0,1,4684,Esc. Adventista Bilingüe De Almirante
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005000,Esc. Arcelio Fitzgerald
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005001,Esc. Cerro Palma
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005002,Esc. Qda. Pueblo
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005003,Esc. Qda. Plátano
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005004,Esc. Los Higuerones
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005005,Cebg. Loma Azul
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005006,Esc. Siloe
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005007,Esc. Qda. Huaca
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005008,Cebg. Loma Estrella
1,Bocas Del Toro,3,Almirante,7,Cauchero,0,1,5005009,Cebg. Quebrada Pinzón
1,Bocas Del Toro,3,Almirante,8,Miraflores,0,1,5005011,Esc. Tibite
1,Bocas Del Toro,3,Almirante,8,Miraflores,0,1,5005012,Esc. Ojo De Agua
1,Bocas Del Toro,3,Almirante,8,Miraflores,0,1,5005013,Esc. Quebrada Banano
1,Bocas Del Toro,3,Almirante,8,Miraflores,0,1,5005014,Nueva Esc. Activa Bella Vista
1,Bocas Del Toro,3,Almirante,8,Miraflores,0,1,5005447,Esc.miraflores
1,Bocas Del Toro,3,Almirante,9,Bajo Culubre,0,1,5005017,Esc. Bajo Culubre
1,Bocas Del Toro,3,Almirante,10,Ceiba,0,1,5005015,Esc. Guayacán
1,Bocas Del Toro,3,Almirante,10,Ceiba,0,1,5005016,Esc. Ceiba
1,Bocas Del Toro,3,Almirante,10,Ceiba,0,1,5005026,Esc. Valle Libre
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,4,Esc. Alejandro Tapia E.
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,1846,Col. Rodolfo Chiari
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,2385,Esc. Ana Polo T.
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,2779,I.p.t.i.a. (Aguadulce)
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,5004910,Hospital Rafael Estévez
2,Coclé,0,Aguadulce,1,Aguadulce,1,5,5004945,Cárcel Pública De Aguadulce
2,Coclé,0,Aguadulce,2,El Cristo,0,5,89,C.e.b.g.  Pedro Guevara
2,Coclé,0,Aguadulce,2,El Cristo,0,5,1198,Cebg Daniel Quiroz Pereira
2,Coclé,0,Aguadulce,2,El Cristo,0,5,3319,C.e.b.g.  El Naranjal
2,Coclé,0,Aguadulce,2,El Cristo,0,5,3482,Esc. El Higo De Juan Bran
2,Coclé,0,Aguadulce,3,El Roble,0,5,172,Esc. Bilingüe El Roble
2,Coclé,0,Aguadulce,3,El Roble,0,5,1270,C.e.b.g. Francisca C. De Sierra
2,Coclé,0,Aguadulce,3,El Roble,0,5,4785,Caseta De Membrillal
2,Coclé,0,Aguadulce,4,Pocrí,0,5,253,Esc. Juan D. Arosemena
2,Coclé,0,Aguadulce,4,Pocrí,0,5,2887,Esc. San Martín De Porres
2,Coclé,0,Aguadulce,4,Pocrí,0,5,5005171,Ce. Pocrí
2,Coclé,0,Aguadulce,5,Barrios Unidos,0,5,333,Esc. Bilingüe Abelardo Herrera
2,Coclé,0,Aguadulce,5,Barrios Unidos,0,5,1407,C.e.b.g. El Salado
2,Coclé,0,Aguadulce,5,Barrios Unidos,0,5,5005169,Cubiculo Cancha Del Coco
2,Coclé,0,Aguadulce,5,Barrios Unidos,0,5,5005170,Cubiculo Cancha Abelardo Herrera
2,Coclé,0,Aguadulce,6,Pueblos Unidos,0,5,4599,Esc. Salitrosa
2,Coclé,0,Aguadulce,6,Pueblos Unidos,0,5,4600,Cebg Jaguito
2,Coclé,0,Aguadulce,6,Pueblos Unidos,0,5,4601,Cebg El Barrero
2,Coclé,0,Aguadulce,6,Pueblos Unidos,0,5,4602,Cebg Eric Del Valle
2,Coclé,0,Aguadulce,6,Pueblos Unidos,0,5,4603,Cebg Rogelio Robles
2,Coclé,0,Aguadulce,7,Virgen Del Carmen,0,5,4604,Esc. Bilingüe El Perú
2,Coclé,0,Aguadulce,7,Virgen Del Carmen,0,5,4605,Esc. Paula F. De Jimémez
2,Coclé,0,Aguadulce,7,Virgen Del Carmen,0,5,4606,Esc. Cerro Morado
2,Coclé,0,Aguadulce,8,Hato De San Juan De Dios,0,5,4607,Cebg. El Hato Rincones
2,Coclé,0,Aguadulce,8,Hato De San Juan De Dios,0,5,4608,Cebg. El Pinzón
2,Coclé,0,Aguadulce,8,Hato De San Juan De Dios,0,5,4609,C.e.b.g. Loma De Los González
2,Coclé,0,Aguadulce,8,Hato De San Juan De Dios,0,5,4610,Esc. Los Volcanes
2,Coclé,1,Antón,1,Antón,1,3,19,Esc. Bilingüe Rep. Dominicana
2,Coclé,1,Antón,1,Antón,1,3,1136,Col. Salomón Ponce A.
2,Coclé,1,Antón,1,Antón,1,3,1860,Esc. Manuel Patiño
2,Coclé,1,Antón,1,Antón,1,3,2397,C.e.b.g. La Hincada
2,Coclé,1,Antón,1,Antón,1,3,2789,Esc. Guabas Arriba
2,Coclé,1,Antón,1,Antón,1,3,3070,Esc. Bijagual
2,Coclé,1,Antón,1,Antón,1,3,4715,Cefacei Calle Larga
2,Coclé,1,Antón,2,Cabuya,0,3,101,Esc. Cabuya
2,Coclé,1,Antón,2,Cabuya,0,3,1209,Esc. Loma Larga
2,Coclé,1,Antón,2,Cabuya,0,3,1924,Esc. Mata Palo
2,Coclé,1,Antón,2,Cabuya,0,3,2452,C.e.b.g. El Macano
2,Coclé,1,Antón,2,Cabuya,0,3,2831,Cebg Cabuya Arriba
2,Coclé,1,Antón,3,El Chirú,0,3,184,Esc. El Chirú
2,Coclé,1,Antón,3,El Chirú,0,3,1281,C.e.b.g. Pueblo Nuevo
2,Coclé,1,Antón,3,El Chirú,0,3,1985,C.e.b.g.  José Marciano Moreno
2,Coclé,1,Antón,3,El Chirú,0,3,2495,Esc. Bona A. De Aguilar
2,Coclé,1,Antón,4,El Retiro,0,3,264,C.e.b.g. El Retiro
2,Coclé,1,Antón,4,El Retiro,0,3,1347,Esc. Llano Grande
2,Coclé,1,Antón,4,El Retiro,0,3,2038,Esc. El Marañón
2,Coclé,1,Antón,5,El Valle,0,3,343,Esc. Bilingüe La Compañía
2,Coclé,1,Antón,5,El Valle,0,3,1416,Esc.- Bilingüe El Valle
2,Coclé,1,Antón,5,El Valle,0,3,2090,C.e.b.g.  Alto De La Mesa
2,Coclé,1,Antón,5,El Valle,0,3,2563,Ipt El Valle
2,Coclé,1,Antón,6,Juan Díaz,0,3,419,Esc. Juan Díaz
2,Coclé,1,Antón,6,Juan Díaz,0,3,2141,Esc. Jaguito
2,Coclé,1,Antón,6,Juan Díaz,0,3,2601,Caseta El Jobo
2,Coclé,1,Antón,7,Río Hato,0,3,480,Esc. Bilingüe Angelina  De Tirones
2,Coclé,1,Antón,7,Río Hato,0,3,804,Esc. Santa Clara
2,Coclé,1,Antón,7,Río Hato,0,3,1535,C.e.b.g. Los Pollos
2,Coclé,1,Antón,7,Río Hato,0,3,2186,C.e.b.g. Farallón
2,Coclé,1,Antón,7,Río Hato,0,3,2968,C.e.b.g. Las Matas
2,Coclé,1,Antón,7,Río Hato,0,3,3209,C.e.b.g. Las Guías Oriente
2,Coclé,1,Antón,7,Río Hato,0,3,3404,C.e.b.g. El Platanal
2,Coclé,1,Antón,7,Río Hato,0,3,3551,C.e.b.g. Elizabeth Flores De Herrera
2,Coclé,1,Antón,7,Río Hato,0,3,3670,C.e.b.g Las Guías Occidente
2,Coclé,1,Antón,7,Río Hato,0,3,4782,I.p.t. Río Hato
2,Coclé,1,Antón,8,San Juan De Dios,0,3,537,Esc. El Entradero
2,Coclé,1,Antón,8,San Juan De Dios,0,3,1583,Esc. Salomón Ponce A.
2,Coclé,1,Antón,8,San Juan De Dios,0,3,2667,Esc. Alto De La Estancia
2,Coclé,1,Antón,8,San Juan De Dios,0,3,3563,C.e.b.g. Chumical
2,Coclé,1,Antón,9,Santa Rita,0,3,588,Esc. Santa Rita
2,Coclé,1,Antón,9,Santa Rita,0,3,1629,C.e.b.g. Santa Rita
2,Coclé,1,Antón,9,Santa Rita,0,3,2261,Caipi  Pasitos A Saber
2,Coclé,1,Antón,10,Caballero,0,3,623,C.e.b.g. La Coca
2,Coclé,1,Antón,10,Caballero,0,3,1654,C.e.b.g. Los Cerritos
2,Coclé,1,Antón,10,Caballero,0,3,2281,Esc. Caballero
2,Coclé,1,Antón,10,Caballero,0,3,2709,C.e.b.g. Tranquilla
2,Coclé,1,Antón,10,Caballero,0,3,3022,Cebg Tebujo
2,Coclé,2,La Pintada,1,La Pintada,1,4,31,Cebg. Bilingüe José Nadal Silva
2,Coclé,2,La Pintada,1,La Pintada,1,4,1146,C.e.b.g.  Farallón
2,Coclé,2,La Pintada,1,La Pintada,1,4,1869,Esc. Los Reyes
2,Coclé,2,La Pintada,1,La Pintada,1,4,2795,C.e.b.g. Las Boquillas
2,Coclé,2,La Pintada,1,La Pintada,1,4,3075,C.e.b.g.  El Picacho
2,Coclé,2,La Pintada,1,La Pintada,1,4,3298,C.e.b.g. Potrerillos
2,Coclé,2,La Pintada,1,La Pintada,1,4,3466,Ce Membrillar
2,Coclé,2,La Pintada,1,La Pintada,1,4,4781,I.p.t. La Pintada
2,Coclé,2,La Pintada,1,La Pintada,1,4,4864,Caseta Toro Bravo
2,Coclé,2,La Pintada,2,El Harino,0,4,113,Ipt.  El Copé
2,Coclé,2,La Pintada,2,El Harino,0,4,772,C.e.b.g. Juan J.quirós
2,Coclé,2,La Pintada,2,El Harino,0,4,848,Esc. Villalobos
2,Coclé,2,La Pintada,2,El Harino,0,4,907,Esc. Boca De Los Ríos
2,Coclé,2,La Pintada,2,El Harino,0,4,956,Esc. La Rica
2,Coclé,2,La Pintada,2,El Harino,0,4,999,Esc. Palmarazo
2,Coclé,2,La Pintada,2,El Harino,0,4,1056,Esc. De Los Molejones
2,Coclé,2,La Pintada,2,El Harino,0,4,3328,Esc. San Juan
2,Coclé,2,La Pintada,2,El Harino,0,4,3490,C.e.b.g. Omar Torrijos Herrera
2,Coclé,2,La Pintada,2,El Harino,0,4,3623,Esc. Barrigón
2,Coclé,2,La Pintada,2,El Harino,0,4,4779,C.e.b.g. San Juan Centro
2,Coclé,2,La Pintada,3,El Potrero,0,4,195,Cebg. El Potrero
2,Coclé,2,La Pintada,3,El Potrero,0,4,1288,Esc. Bilingüe La Madera
2,Coclé,2,La Pintada,3,El Potrero,0,4,1992,C.e.b.g. Las Tablas
2,Coclé,2,La Pintada,3,El Potrero,0,4,2500,Esc. Potrellano
2,Coclé,2,La Pintada,3,El Potrero,0,4,2869,Esc. Cerro Colorado
2,Coclé,2,La Pintada,3,El Potrero,0,4,4793,Cebg. Toro Bravo
2,Coclé,2,La Pintada,4,Llano Grande,0,4,275,Cebg  Llano Grande
2,Coclé,2,La Pintada,4,Llano Grande,0,4,1007,C.e.b.g.  Rita Hernández Trujillo
2,Coclé,2,La Pintada,4,Llano Grande,0,4,1079,Cebg  La Honda
2,Coclé,2,La Pintada,4,Llano Grande,0,4,1098,Cebg El  Palmar Arriba
2,Coclé,2,La Pintada,4,Llano Grande,0,4,1112,C.e.b.g. San Juanito
2,Coclé,2,La Pintada,4,Llano Grande,0,4,1355,Cebg Telé Básica  La Venta
2,Coclé,2,La Pintada,4,Llano Grande,0,4,2044,Cebg Agua Fría
2,Coclé,2,La Pintada,4,Llano Grande,0,4,3360,Cebg El Palmar Abajo
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,354,C.e.b.g.  Ángel Guardia
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,791,Cebg. Sardinas
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,863,C.e.b.g. Jujucal
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,921,Cebg El Guabo
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,969,Esc. Corozal
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,1424,C.e.b.g. Telé Básica  El Calabazo N. 2
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,2097,Cebg  Cerro Corral
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,2568,Cebg  El Palomo
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,2919,C.e.b.g. El Jobo
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,3170,C.e.b.g.  Machuca
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,3373,C.e.b.g.  Bermejo
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,3526,Cebg  Las Delicias
2,Coclé,2,La Pintada,5,Piedras Gordas,0,4,3652,Esc. Las Lajas
2,Coclé,2,La Pintada,6,Las Lomas,0,4,429,Cebg. La Trinidad
2,Coclé,2,La Pintada,6,Las Lomas,0,4,1488,C.e.b.g.  Loma Bonita
2,Coclé,2,La Pintada,6,Las Lomas,0,4,2147,Esc. El Calabazo N°1
2,Coclé,2,La Pintada,6,Las Lomas,0,4,2606,Cebg. Ojo De Agua
2,Coclé,2,La Pintada,6,Las Lomas,0,4,2941,C.e.b.g. Bajo Grande
2,Coclé,2,La Pintada,6,Las Lomas,0,4,3188,Esc. La Mina #1
2,Coclé,2,La Pintada,7,Llano Norte,0,4,489,C.e.b.g. Cascajal
2,Coclé,2,La Pintada,7,Llano Norte,0,4,806,Cebg Pléyade
2,Coclé,2,La Pintada,7,Llano Norte,0,4,873,Cebg. Valle De Santa María
2,Coclé,2,La Pintada,7,Llano Norte,0,4,1543,Cebg  Cutevilla
2,Coclé,2,La Pintada,7,Llano Norte,0,4,2193,Cebg  Hacha
2,Coclé,2,La Pintada,7,Llano Norte,0,4,2646,Cebg Embarcadero De Cascajal
2,Coclé,2,La Pintada,7,Llano Norte,0,4,2973,Cebg Toabre Abajo
2,Coclé,2,La Pintada,7,Llano Norte,0,4,3212,C.e.b.g. Villa Del Carmen
2,Coclé,2,La Pintada,7,Llano Norte,0,4,3408,C.e.b.g. Molejon
2,Coclé,2,La Pintada,7,Llano Norte,0,4,3555,Cebg Cuteva
2,Coclé,2,La Pintada,7,Llano Norte,0,4,3674,Cebg  Alto Del Coquillo
2,Coclé,2,La Pintada,7,Llano Norte,0,4,4780,C.e.b.g. Canoa N°1
2,Coclé,2,La Pintada,7,Llano Norte,0,4,4840,C.e.b.g. Batatilla
2,Coclé,3,Natá,1,Natá,1,4,40,Esc. Bilingüe España
2,Coclé,3,Natá,1,Natá,1,4,1876,Col. Mariano Prado
2,Coclé,3,Natá,2,Capellanía,0,4,122,Esc. Bilingüe Roberto Francisco  Chiari
